elapsed_time,set_no,game_no,p1_sets,p2_sets,p1_games,p2_games,server,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_unf_err,p2_unf_err,distance_difference_p2_p1,speed_mph,sum_of_distance_p1,sum_of_distance_p2,EA,EB,K,(Sa-Ea),(Sb-Eb),beta_pA,beta_pB,alpha_PA,alpha_pB,z_pA,z_pB,ω_pA,ω_pB,RA,RB,turnning_point
7330,3,10,1,1,4,5,2,1,-3,74,88,0,0,0,1,-176.593,122,88066.043,87889.45,124.697537,105.302463,16,0.494878417,-0.494878417,0,1,0,1,2,-2,88066.043,87891.89,-42.15297656,42.28265813,0
7382,3,10,1,1,4,5,2,2,1,74,89,0,0,0,0,-177.235,124,88075.654,87898.419,116.2514122,113.7485878,16,-0.527882798,0.527882798,0,0,0,1,0,0,88075.654,87900.899,-57.27112701,60.13750733,0
7424,3,10,1,1,4,5,2,2,2,74,90,0,0,0,0,-177.239,111,88089.49,87912.251,108.1937835,121.8062165,16,-0.503601792,0.503601792,0,0,0,1,-1,1,88089.49,87914.471,-30.54093901,31.81812117,1
7460,3,10,1,1,4,5,2,1,-1,75,90,0,0,0,1,-178.587,82,88135.014,87956.427,116.5070611,113.4929389,16,0.519579848,-0.519579848,0,1,0,1,0,0,88135.014,87958.067,-7.265590513,7.532179458,0
7533,3,10,1,1,4,5,2,1,-2,76,90,0,0,0,0,-194.44,108,88173.556,87979.116,124.4376601,105.5623399,16,0.495662438,-0.495662438,0,0,0,1,1,-1,88173.556,87981.276,-27.2312897,29.6150162,0
7591,3,10,1,1,4,5,2,2,1,76,91,0,0,1,0,-212.73,85,88220.96,88008.23,116.0034669,113.9965331,16,-0.527137076,0.527137076,1,0,0,1,0,0,88220.96,88009.93,-44.08300067,47.79992488,2
7676,3,10,1,1,4,5,2,2,2,76,92,0,0,1,0,-213.195,84,88226.612,88013.417,107.957256,122.042744,16,-0.502888178,0.502888178,1,0,0,1,-1,1,88226.612,88015.097,-17.77778979,20.70940296,3
7734,3,10,1,1,4,5,2,1,-1,77,92,0,0,0,0,-216.031,122,88234.186,88018.155,116.2814088,113.7185912,16,0.520259548,-0.520259548,0,0,0,1,0,0,88234.186,88020.595,5.071006512,-2.467814441,0
7771,3,10,1,1,4,5,2,1,-2,78,92,0,0,0,1,-215.775,124,88244.445,88028.67,124.2223988,105.7776012,16,0.496311876,-0.496311876,0,1,0,1,1,-1,88244.445,88031.15,-16.18810197,19.80192667,0
7808,3,10,1,1,4,5,2,2,1,78,93,0,0,0,0,-216.023,80,88280.473,88064.45,115.7980902,114.2019098,16,-0.526519288,0.526519288,0,0,0,1,0,0,88280.473,88066.05,-34.19206453,39.835353,4
7883,3,10,1,1,4,5,2,2,2,78,94,0,0,0,0,-220.798,113,88291.12,88070.322,107.7613371,122.2386629,16,-0.502297072,0.502297072,0,0,0,1,-1,1,88291.12,88072.582,-9.755726334,13.54871954,5
7922,3,10,1,1,4,5,2,2,3,78,95,2,2,0,0,-234.094,97,88343.999,88109.905,84.7608169,145.2391831,48,-0.479177503,0.479177503,0,0,0,1,-2,2,88343.999,88111.845,11.45286205,-8.905909972,6
8214,4,1,1,2,0,0,1,1,-1,79,95,0,0,0,0,-233.059,83,88358.248,88125.189,94.13948595,135.860514,16,0.586166816,-0.586166816,0,0,1,0,0,0,88359.908,88125.189,14.46280343,-15.12185762,0
8248,4,1,1,2,0,0,1,1,-2,80,95,0,0,0,1,-234.079,120,88369.787,88135.708,103.0955571,126.9044429,16,0.559754444,-0.559754444,0,1,1,0,1,-1,88372.187,88135.708,-11.92231853,9.730763362,0
8266,4,1,1,2,0,0,1,1,-3,81,95,0,0,0,0,-230.629,130,88378.072,88147.443,111.6429204,118.3570796,16,0.534210207,-0.534210207,0,0,1,0,2,-2,88380.672,88147.443,-34.34965413,32.1791712,0
8281,4,1,1,2,0,0,1,1,-4,82,95,1,0,0,1,-233.468,91,88392.151,88158.683,127.9520804,102.0479196,32,0.509661249,-0.509661249,0,1,1,0,3,-3,88393.971,88158.683,-53.26848063,50.62192025,0
8349,4,2,1,2,1,0,2,2,1,82,96,0,0,0,0,-234.212,124,88399.631,88165.419,119.3567178,110.6432822,16,-0.53721016,0.53721016,0,0,0,1,0,0,88399.631,88167.899,-62.24990255,59.10204333,0
8375,4,2,1,2,1,0,2,2,2,82,97,0,0,0,0,-235.793,82,88413.688,88177.895,111.1561256,118.8438744,16,-0.512537013,0.512537013,0,0,0,1,-1,1,88413.688,88179.535,-34.54048583,30.40122457,0
8417,4,2,1,2,1,0,2,2,3,82,98,0,0,0,0,-236.521,125,88419.66,88183.139,103.3331137,126.6668863,16,-0.488938245,0.488938245,0,0,0,1,-2,2,88419.66,88185.639,-10.4011559,5.796478651,0
8441,4,2,1,2,1,0,2,2,4,82,99,2,0,1,0,-236.937,109,88423.621,88186.684,88.40606092,141.5939391,32,-0.466470398,0.466470398,1,0,0,1,-3,3,88423.621,88188.864,10.54828404,-15.182175,0
8484,4,3,1,2,1,1,1,2,5,82,100,0,0,0,0,-237.703,87,88490.563,88252.86,81.62127874,148.3787213,16,-0.424048886,0.424048886,0,0,1,0,-4,4,88492.303,88252.86,21.96641723,-26.69908244,0
8556,4,3,1,2,1,1,1,1,-1,83,100,0,0,0,1,-238.834,91,88502.008,88263.174,91.13978422,138.8602158,16,0.594906593,-0.594906593,0,1,1,0,0,0,88503.828,88263.174,38.45250293,-40.34283009,0
8589,4,3,1,2,1,1,1,2,1,83,101,0,0,0,0,-217.9,109,88530.335,88312.435,84.23172981,145.7682702,16,-0.4317534,0.4317534,0,0,1,0,0,0,88532.515,88312.435,9.242340322,-11.58063038,0
8627,4,3,1,2,1,1,1,2,2,83,102,0,0,1,0,-221.175,92,88589.02,88367.845,77.63402813,152.3659719,16,-0.412356356,0.412356356,1,0,1,0,-1,1,88590.86,88367.845,26.73453403,-27.66565887,0
8693,4,3,1,2,1,1,1,1,-1,84,102,0,0,0,0,-212.42,112,88611.277,88398.857,87.32873903,142.671261,16,0.605919432,-0.605919432,0,0,1,0,0,0,88613.517,88398.857,42.49709168,-41.23473167,0
8726,4,3,1,2,1,1,1,2,1,84,103,2,0,0,0,-212.103,91,88625.555,88413.452,73.85601766,156.1439823,32,-0.421022543,0.421022543,0,0,1,0,0,0,88627.375,88413.452,12.37082034,-12.87926726,0
8857,4,4,1,2,1,2,2,1,-1,85,103,0,0,0,0,-215.451,103,88645.701,88430.25,83.71611671,146.2838833,16,0.61625619,-0.61625619,0,0,0,1,0,0,88645.701,88432.31,23.46686162,-21.69644815,0
8927,4,4,1,2,1,2,2,2,1,85,104,0,0,0,0,-218.294,117,88652.733,88434.439,77.14141827,152.8585817,16,-0.410918652,0.410918652,0,0,0,1,0,0,88652.733,88436.779,-3.621557196,6.720471235,0
8952,4,4,1,2,1,2,2,1,-1,86,104,0,0,0,1,-222.99,123,88672.024,88449.034,86.8577836,143.1422164,16,0.607272833,-0.607272833,0,1,0,1,0,0,88672.024,88451.494,13.24017697,-11.45438021,0
8986,4,4,1,2,1,2,2,2,1,86,105,0,0,1,0,-265.491,120,88768.22,88502.729,80.14256099,149.857439,16,-0.419701413,0.419701413,1,0,0,1,0,0,88768.22,88505.129,-12.4750306,16.57110294,0
9045,4,4,1,2,1,2,2,2,2,86,106,0,0,0,0,-271.122,125,88780.012,88508.89,73.72660299,156.273397,16,-0.400997375,0.400997375,0,0,0,1,-1,1,88780.012,88511.39,6.352063534,-2.981077639,0
9077,4,4,1,2,1,2,2,2,3,86,107,2,0,0,0,-271.37,118,88781.001,88509.631,61.45807425,168.5419257,32,-0.383391523,0.383391523,0,0,0,1,-2,2,88781.001,88511.991,21.99359751,-19.63893272,0
9102,4,5,1,2,1,3,1,1,-1,87,107,0,0,0,0,-269.285,90,88801.024,88531.739,71.84855189,158.1514481,16,0.649404853,-0.649404853,0,0,1,0,0,0,88802.824,88531.739,29.35923576,-28.60397804,0
9136,4,5,1,2,1,3,1,2,1,87,108,0,0,0,0,-267.932,90,88808.841,88540.909,65.79586206,164.2041379,16,-0.378293115,0.378293115,0,0,1,0,0,0,88810.641,88540.909,-1.388218955,0.282143373,0
9163,4,5,1,2,1,3,1,1,-1,88,108,0,0,0,0,-268.725,127,88817.58,88548.855,76.00308418,153.9969158,16,0.637951383,-0.637951383,0,0,1,0,0,0,88820.12,88548.855,14.95332619,-14.90884486,0
9180,4,5,1,2,1,3,1,1,-2,89,108,0,0,0,0,-266.328,124,88831.823,88565.495,85.76938783,144.2306122,16,0.610393978,-0.610393978,0,0,1,0,1,-1,88834.303,88565.495,-13.87001814,12.15566714,0
9213,4,5,1,2,1,3,1,1,-3,90,108,1,0,0,0,-266.328,118,88832.52,88566.192,104.4365027,125.5634973,32,0.583347339,-0.583347339,0,0,1,0,2,-2,88834.88,88566.192,-38.41805058,35.63344525,0
9319,4,6,1,2,2,3,2,2,1,90,109,0,0,0,0,-272.763,92,88857.296,88584.533,96.92237099,133.077629,16,-0.46963323,0.46963323,0,0,0,1,0,0,88857.296,88586.373,-51.32441963,46.5443021,0
9370,4,6,1,2,2,3,2,2,2,90,110,0,0,0,0,-275.703,123,88862.109,88586.406,89.75188442,140.2481156,16,-0.44815541,0.44815541,0,0,0,1,-1,1,88862.109,88588.866,-27.27398748,21.84166022,0
9392,4,6,1,2,2,3,2,2,3,90,111,0,0,0,0,-276.465,123,88870.284,88593.819,82.90648474,147.0935153,16,-0.42783748,0.42783748,0,0,0,1,-2,2,88870.284,88596.279,-6.33236926,0.685486118,0
9418,4,6,1,2,2,3,2,2,4,90,112,2,0,0,0,-280.915,89,88885.044,88604.129,69.8292303,160.1707697,32,-0.408664201,0.408664201,0,0,0,1,-3,3,88885.044,88605.909,11.84431517,-17.34416238,0
9463,4,7,1,2,2,4,1,2,5,90,113,0,0,1,0,-277.54,112,88918.487,88640.947,63.86377304,166.136227,16,-0.372841079,0.372841079,1,0,1,0,-4,4,88920.727,88640.947,21.02826547,-27.13747702,0
9505,4,7,1,2,2,4,1,1,-1,91,113,0,0,0,0,-217.408,132,88968.491,88751.083,74.15294325,155.8470568,16,0.643073138,-0.643073138,0,0,1,0,0,0,88971.131,88751.083,36.07210621,-38.85901116,0
9552,4,7,1,2,2,4,1,1,-2,92,113,0,0,0,0,-208.246,110,88977.313,88769.067,84.00010247,145.9998975,16,0.615447451,-0.615447451,0,0,1,0,1,-1,88979.513,88769.067,4.855972061,-9.111793759,0
9577,4,7,1,2,2,4,1,1,-3,93,113,0,0,0,0,-206.152,128,88984.472,88778.32,93.41273745,136.5872625,16,0.588289686,-0.588289686,0,0,1,0,2,-2,88987.032,88778.32,-21.83598315,16.77652524,0
9598,4,7,1,2,2,4,1,1,-4,94,113,1,0,0,0,-206.444,130,88989.18,88782.736,111.3908263,118.6091737,32,0.561815277,-0.561815277,0,0,1,0,3,-3,88991.78,88782.736,-44.4950534,39.18738426,0
9710,4,8,1,2,3,4,2,1,-5,95,113,0,0,0,1,-207.621,85,89001.478,88793.857,119.557011,110.442989,16,0.510386542,-0.510386542,0,1,0,1,4,-4,89001.478,88795.557,-56.03072793,49.48627759,0
9757,4,8,1,2,3,4,2,2,1,95,114,0,0,0,0,-215.083,123,89021.29,88806.207,111.347201,118.652799,16,-0.513113124,0.513113124,0,0,0,1,0,0,89021.29,88808.667,-70.304835,67.96945955,0
9793,4,8,1,2,3,4,2,2,2,95,115,0,0,0,0,-219.928,107,89034.591,88814.663,103.5153938,126.4846062,16,-0.489487949,0.489487949,0,0,0,1,-1,1,89034.591,88816.803,-42.55158417,39.19593795,0
9831,4,8,1,2,3,4,2,2,3,95,116,0,0,0,0,-222.182,124,89039.63,88817.448,96.04351032,133.9564897,16,-0.46699272,0.46699272,0,0,0,1,-2,2,89039.63,88819.928,-18.34886591,14.48391283,0
9857,4,8,1,2,3,4,2,2,4,95,117,2,0,1,0,-223.405,86,89045.065,88821.66,81.78257029,148.2174297,32,-0.445654376,0.445654376,1,0,0,1,-3,3,89045.065,88823.38,2.685117824,-6.635513627,0
9900,4,9,1,2,3,5,1,2,5,95,118,0,0,1,0,-222.909,99,89057.474,88834.565,75.29391438,154.7060856,16,-0.405540995,0.405540995,1,0,1,0,-4,4,89059.454,88834.565,14.50838806,-18.60451131,0
9929,4,9,1,2,3,5,1,2,6,95,119,0,0,0,0,-223.024,90,89062.053,88839.029,69.09125634,160.9087437,16,-0.387666127,0.387666127,0,0,1,0,-5,5,89063.853,88839.029,31.74369481,-32.49511895,0
9963,4,9,1,2,3,5,1,2,7,95,120,0,0,0,0,-221.981,97,89097.035,88875.054,63.15755147,166.8424485,16,-0.370856554,0.370856554,0,0,1,0,-6,6,89098.975,88875.054,45.92788745,-44.16506763,0
10020,4,9,1,2,3,5,1,1,-1,96,120,0,0,0,0,-219.777,97,89101.834,88882.057,73.47654658,156.5234534,16,0.644937194,-0.644937194,0,0,1,0,0,0,89103.774,88882.057,58.0816655,-53.89712344,0
10050,4,9,1,2,3,5,1,2,1,96,121,2,2,0,0,-227.281,90,89132.163,88904.882,55.10641007,174.8935899,48,-0.382711177,0.382711177,0,0,1,0,0,0,89133.963,88904.882,24.53036095,-22.51762787,0
0,1,1,0,0,0,0,1,1,-1,1,0,0,0,0,0,-232.441,112,89137.812,88905.371,65.76028066,164.2397193,16,0.665866912,-0.665866912,0,0,1,0,0,0,89140.052,88905.371,28.27431572,-23.44719727,0
27,1,1,0,0,0,0,1,1,-2,2,0,0,0,0,1,-235.178,89,89163.137,88927.959,75.96901654,154.0309835,16,0.638045993,-0.638045993,0,1,1,0,1,-1,89164.917,88927.959,-3.211884138,5.740567795,0
70,1,1,0,0,0,0,1,1,-3,3,0,0,0,0,0,-237.184,108,89172.423,88935.239,85.73681252,144.2631875,16,0.610487248,-0.610487248,0,0,1,0,2,-2,89174.583,88935.239,-30.13425108,32.18408407,0
96,1,1,0,0,0,0,1,1,-4,4,0,1,0,0,0,-238.15,104,89180.85,88942.7,104.4068442,125.5931558,32,0.58343849,-0.58343849,0,0,1,0,3,-3,89182.93,88942.7,-52.97339028,54.02378189,0
156,1,2,0,0,1,0,2,2,1,4,1,0,0,1,0,-241.32,121,89210.332,88969.012,96.89407329,133.1059267,16,-0.469548182,0.469548182,1,0,0,1,0,0,89210.332,88971.432,-64.34711042,63.44536032,0
185,1,2,0,0,1,0,2,2,2,4,2,0,0,0,0,-246.863,124,89232.704,88985.841,89.72487584,140.2751242,16,-0.44807484,0.44807484,0,0,0,1,-1,1,89232.704,88988.321,-38.11343923,36.94172161,0
212,1,2,0,0,1,0,2,1,-1,5,2,0,0,0,0,-249.29,94,89242.575,88993.285,98.88069402,131.119306,16,0.572238636,-0.572238636,0,0,0,1,0,0,89242.575,88995.165,-15.98597113,14.16558209,0
240,1,2,0,0,1,0,2,2,1,5,3,0,0,0,0,-249.271,123,89243.131,88993.86,91.62089234,138.3791077,16,-0.453737605,0.453737605,0,0,0,1,0,0,89243.131,88996.32,-37.57821153,37.32553597,0
263,1,2,0,0,1,0,2,2,2,5,4,2,0,0,0,-252.34,116,89262.994,89010.654,77.76128104,152.238719,32,-0.433112853,0.433112853,0,0,0,1,-1,1,89262.994,89012.974,-15.43182684,14.10552209,0
303,1,3,0,0,1,1,1,1,-1,6,4,0,0,0,0,-252.055,110,89268.027,89015.972,87.45039384,142.5496062,16,0.60556955,-0.60556955,0,0,1,0,0,0,89270.227,89015.972,-3.105622819,0.056569576,0
326,1,3,0,0,1,1,1,2,1,6,5,0,0,1,0,-253.483,112,89277.188,89023.705,80.70856992,149.2914301,16,-0.421363995,0.421363995,1,0,1,0,0,0,89279.428,89023.705,-28.90857456,24.50561791,0
350,1,3,0,0,1,1,1,1,-1,7,5,0,0,0,0,-254.307,108,89278.187,89023.88,90.2675521,139.7324479,16,0.597436386,-0.597436386,0,0,1,0,0,0,89280.347,89023.88,-7.145685239,5.037056885,0
373,1,3,0,0,1,1,1,2,1,7,6,0,0,0,0,-246.713,92,89288.702,89041.989,83.39888979,146.6011102,16,-0.429291394,0.429291394,0,0,1,0,0,0,89290.542,89041.989,-32.19774008,28.66260756,0
413,1,3,0,0,1,1,1,1,-1,8,6,0,0,0,1,-244.114,104,89328.761,89084.647,92.83833187,137.1616681,16,0.589965129,-0.589965129,0,1,1,0,0,0,89330.841,89084.647,-10.46043665,8.45320504,0
454,1,3,0,0,1,1,1,2,1,8,7,0,0,0,0,-231.398,98,89364.808,89133.41,85.85341361,144.1465864,16,-0.436557391,0.436557391,0,0,1,0,0,0,89366.768,89133.41,-34.87766005,32.43737683,0
508,1,3,0,0,1,1,1,1,-1,9,7,0,0,0,0,-223.254,102,89376.987,89153.733,95.18320872,134.8167913,16,0.583112194,-0.583112194,0,0,1,0,0,0,89379.027,89153.733,-12.53786729,11.53167556,0
550,1,3,0,0,1,1,1,2,1,9,8,0,0,0,0,-225.425,116,89407.524,89182.099,88.09186763,141.9081324,16,-0.443208818,0.443208818,0,0,1,0,0,0,89409.844,89182.099,-36.46936789,33.97719959,0
588,1,3,0,0,1,1,1,1,-1,10,8,0,0,0,0,-228.788,119,89418.272,89189.484,97.32121682,132.6787832,16,0.576834324,-0.576834324,0,0,1,0,0,0,89420.652,89189.484,-13.6710805,12.63474836,0
617,1,3,0,0,1,1,1,1,-2,11,8,1,0,0,0,-226.871,95,89424.502,89197.631,114.943895,115.056105,32,0.550708693,-0.550708693,0,0,1,0,1,-1,89426.402,89197.631,-37.23331981,34.72896048,0
756,1,4,0,0,2,1,2,1,-3,12,8,0,0,0,0,-225.498,123,89466.824,89241.326,122.9464787,107.0535213,16,0.500161483,-0.500161483,0,0,0,1,2,-2,89466.824,89243.786,-49.72409233,44.94401803,0
795,1,4,0,0,2,1,2,2,1,12,9,0,0,0,0,-233.715,122,89485.369,89251.654,114.5807849,115.4192151,16,-0.522855865,0.522855865,0,0,0,1,0,0,89485.369,89254.094,-64.73529781,62.36655187,0
820,1,4,0,0,2,1,2,2,2,12,10,0,0,0,0,-237.682,127,89497.076,89259.394,106.6000904,123.3999096,16,-0.498793404,0.498793404,0,0,0,1,-1,1,89497.076,89261.934,-36.99183398,33.58852476,0
840,1,4,0,0,2,1,2,2,3,12,11,0,0,0,0,-242.533,99,89518.718,89276.185,98.98661935,131.0133806,16,-0.475841942,0.475841942,0,0,0,1,-2,2,89518.718,89278.165,-12.81975959,8.901331067,0
885,1,4,0,0,2,1,2,1,-1,13,11,0,0,0,0,-248.93,123,89533.123,89284.193,107.7219811,122.2780189,16,0.54596011,-0.54596011,0,0,0,1,0,0,89533.123,89286.653,8.169521465,-12.17070361,0
905,1,4,0,0,2,1,2,2,1,13,12,2,0,0,0,-249.46,110,89548.254,89298.794,92.39191951,137.6080805,32,-0.479064425,0.479064425,0,0,0,1,0,0,89548.254,89300.994,-14.87376634,12.59506866,0
955,1,5,0,0,2,2,1,2,2,13,13,0,0,0,0,-246.122,97,89588.657,89342.535,85.42722168,144.5727783,16,-0.435293614,0.435293614,0,0,1,0,-1,1,89590.597,89342.535,-1.543853528,-2.902201069,0
1010,1,5,0,0,2,2,1,1,-1,14,13,0,0,0,0,-253.543,125,89603.52,89349.977,94.77609353,135.2239065,16,0.584304491,-0.584304491,0,0,1,0,0,0,89606.02,89349.977,17.62514742,-20.12502493,0
1039,1,5,0,0,2,2,1,1,-2,15,13,0,0,0,0,-242.172,122,89625.796,89383.624,103.703254,126.296746,16,0.557947527,-0.557947527,0,0,1,0,1,-1,89628.236,89383.624,-9.458161472,5.607051624,0
1073,1,5,0,0,2,2,1,2,1,15,14,0,0,1,0,-242.435,94,89670.947,89428.512,96.22275626,133.7772437,16,-0.467531107,0.467531107,1,0,1,0,0,0,89672.827,89428.512,-32.49956234,27.90711385,0
1132,1,5,0,0,2,2,1,1,-1,16,14,0,0,0,0,-233.992,109,89686.699,89452.707,105.0841283,124.9158717,16,0.553835751,-0.553835751,0,0,1,0,0,0,89688.879,89452.707,-8.193344239,6.113933622,0
1161,1,5,0,0,2,2,1,1,-2,17,14,1,0,0,0,-229.46,115,89703.776,89474.316,121.9964232,108.0035768,32,0.528509217,-0.528509217,0,0,1,0,1,-1,89706.076,89474.316,-31.40351028,28.02128753,0
1273,1,6,0,0,3,2,2,2,1,17,15,0,0,0,0,-235.157,114,89731.18,89496.023,113.6744001,116.3255999,16,-0.520126444,0.520126444,0,0,0,1,0,0,89731.18,89498.303,-43.91728466,38.4479637,0
1300,1,6,0,0,3,2,2,1,-1,18,15,0,0,0,0,-234.836,92,89775.456,89540.62,121.7354451,108.2645549,16,0.503815309,-0.503815309,0,0,0,1,0,0,89775.456,89542.46,-18.28567345,12.09901168,0
1347,1,6,0,0,3,2,2,1,-2,19,15,0,0,0,0,-249.264,107,89833.424,89584.16,129.4254217,100.5745783,16,0.480623539,-0.480623539,0,0,0,1,1,-1,89833.424,89586.3,-37.04503664,32.70162846,0
1424,1,6,0,0,3,2,2,2,1,19,16,0,0,0,0,-253.213,125,89880.149,89626.936,120.7626292,109.2373708,16,-0.54142453,0.54142453,0,0,0,1,0,0,89880.149,89629.436,-52.82676345,50.42488734,0
1463,1,6,0,0,3,2,2,2,2,19,17,0,0,1,0,-256.041,98,89900.908,89644.867,112.4973476,117.5026524,16,-0.516580099,0.516580099,1,0,0,1,-1,1,89900.908,89646.827,-25.38338834,21.91177428,0
1508,1,6,0,0,3,2,2,2,3,19,18,2,0,0,0,-257.86,123,89910.739,89652.879,96.72783448,133.2721655,32,-0.492797286,0.492797286,0,0,0,1,-2,2,89910.739,89655.339,-0.65250529,-2.494239411,0
1550,1,7,0,0,3,3,1,2,4,19,19,0,0,1,0,-254.618,118,89924.354,89669.736,89.5662093,140.4337907,16,-0.447601574,0.447601574,1,0,1,0,-3,3,89926.714,89669.736,12.05987557,-16.64935281,0
1581,1,7,0,0,3,3,1,1,-1,20,19,0,0,0,0,-264.356,118,89934.092,89669.736,98.72918087,131.2708191,16,0.572685723,-0.572685723,0,0,1,0,0,0,89936.452,89669.736,31.56409603,-32.76571948,0
1613,1,7,0,0,3,3,1,1,-2,21,19,0,0,0,0,-248.258,97,89970.444,89722.186,107.4762963,122.5237037,16,0.546694716,-0.546694716,0,0,1,0,1,-1,89972.384,89722.186,3.470529581,-6.125242389,0
1671,1,7,0,0,3,3,1,1,-3,22,19,0,0,0,0,-250.159,123,89989.95,89739.791,115.8225592,114.1774408,16,0.52164143,-0.52164143,0,0,1,0,2,-2,89992.41,89739.791,-20.49913174,17.00422477,0
1720,1,7,0,0,3,3,1,1,-4,23,19,1,0,0,1,-245.539,123,90004.812,89759.273,131.7467993,98.25320072,32,0.497632502,-0.497632502,0,1,1,0,3,-3,90007.272,89759.273,-40.80960866,36.98096771,0
1829,1,8,0,0,4,3,2,1,-5,24,19,0,0,0,1,-254.969,108,90035.236,89780.267,138.9779609,91.02203909,16,0.451947602,-0.451947602,0,1,0,1,4,-4,90035.236,89782.427,-51.20773735,47.01007674,0
1866,1,8,0,0,4,3,2,2,1,24,20,0,0,0,0,-263.357,125,90062.28,89798.923,129.8806945,100.1193055,16,-0.568579153,0.568579153,0,0,0,1,0,0,90062.28,89801.423,-63.98414748,63.34045749,0
1893,1,8,0,0,4,3,2,2,2,24,21,0,0,0,0,-263.955,124,90063.659,89799.704,121.1970844,108.8029156,16,-0.542725631,0.542725631,0,0,0,1,-1,1,90063.659,89802.184,-34.24799298,32.29670164,0
1910,1,8,0,0,4,3,2,1,-1,25,21,0,0,0,0,-264.331,122,90072.909,89808.578,128.9118191,101.0881809,16,0.48217092,-0.48217092,0,0,0,1,0,0,90072.909,89811.018,-8.352341014,5.674435447,0
1931,1,8,0,0,4,3,2,1,-2,26,21,0,0,0,0,-287.055,116,90110.591,89823.536,136.2725222,93.72747778,16,0.460043946,-0.460043946,0,0,0,1,1,-1,90110.591,89825.856,-27.31140486,26.06444303,0
1956,1,8,0,0,4,3,2,1,-3,27,21,1,0,0,0,-288.726,95,90121.09,89832.364,150.3229853,79.67701471,32,0.439076971,-0.439076971,0,0,0,1,2,-2,90121.09,89834.264,-43.31288768,43.62231799,0
2028,1,9,0,0,5,3,1,1,-4,28,21,0,0,0,0,-288.736,109,90126.212,89837.476,156.7183556,73.28164438,16,0.399710646,-0.399710646,0,0,1,0,3,-3,90128.392,89837.476,-49.68135127,52.77133531,0
2064,1,9,0,0,5,3,1,1,-5,29,21,0,0,0,0,-288.538,88,90131.987,89843.449,162.833255,67.16674499,16,0.382181212,-0.382181212,0,0,1,0,4,-4,90133.747,89843.449,-61.73867448,64.27192447,0
2100,1,9,0,0,5,3,1,1,-6,30,21,0,0,0,0,-288.166,108,90137.264,89849.098,168.6844847,61.31551528,16,0.365701857,-0.365701857,0,0,1,0,5,-5,90139.424,89849.098,-71.70842246,74.0245909,0
2123,1,9,0,0,5,3,1,1,-7,31,21,1,1,0,0,-288.501,117,90145.326,89856.825,185.4951195,44.50488052,48,0.350221558,-0.350221558,0,0,1,0,6,-6,90147.666,89856.825,-79.85581308,82.23623381,0
2334,2,1,1,0,0,0,2,2,1,31,22,0,0,0,0,-306.432,107,90183.718,89877.286,174.4158967,55.58410334,16,-0.692451427,0.692451427,0,0,0,1,0,0,90183.718,89879.426,-77.01559531,77.88545502,0
2361,2,1,1,0,0,0,2,2,2,31,23,0,0,0,0,-304.09,90,90199.904,89895.814,163.7816216,66.2183784,16,-0.664642191,0.664642191,0,0,0,1,-1,1,90199.904,89897.614,-40.83860676,39.9696594,0
2395,2,1,1,0,0,0,2,2,3,31,24,0,0,0,0,-305.58,120,90204.676,89899.096,153.592388,76.40761205,16,-0.636827103,0.636827103,0,0,0,1,-2,2,90204.676,89901.496,-9.178738648,7.285067042,0
2417,2,1,1,0,0,0,2,2,4,31,25,2,0,0,0,-311.346,109,90226.529,89915.183,134.095241,95.90475903,32,-0.609285843,0.609285843,0,0,0,1,-3,3,90226.529,89917.363,18.39043965,-20.70464263,0
2491,2,2,1,0,0,1,1,1,-1,32,25,0,0,0,0,-316.664,110,90269.558,89952.894,141.2193973,88.78060271,16,0.44525977,-0.44525977,0,0,1,0,0,0,90271.758,89952.894,32.52753945,-36.32722976,0
2543,2,2,1,0,0,1,1,2,1,32,26,0,0,1,0,-309.779,106,90277.696,89967.917,132.0210353,97.97896474,16,-0.574897627,0.574897627,1,0,1,0,0,0,90279.816,89967.917,9.791727259,-14.4493497,0
2580,2,2,1,0,0,1,1,1,-1,33,26,0,0,0,0,-310.147,126,90278.191,89968.044,139.2396864,90.76031359,16,0.451165697,-0.451165697,0,0,1,0,0,0,90280.711,89968.044,34.92532705,-36.56713927,0
2604,2,2,1,0,0,1,1,2,1,33,27,0,0,1,0,-311.337,94,90300.512,89989.175,130.1305963,99.86940374,16,-0.569318134,0.569318134,1,0,1,0,0,0,90302.392,89989.175,11.68875427,-14.41893503,0
2648,2,2,1,0,0,1,1,2,2,33,28,0,0,1,0,-310.785,0,90303.338,89992.553,121.4355632,108.5644368,16,-0.543439565,0.543439565,2,0,1,0,-1,1,90303.338,89992.553,36.38736294,-36.31875109,0
2688,2,2,1,0,0,1,1,1,-1,34,28,0,0,0,0,-311.562,117,90304.115,89992.553,129.1393301,100.8606699,16,0.481485429,-0.481485429,0,0,1,0,0,0,90306.455,89992.553,58.5367403,-54.77467194,0
2717,2,2,1,0,0,1,1,1,-2,35,28,0,0,0,0,-310.505,121,90308.987,89998.482,136.4896239,93.51037606,16,0.459393367,-0.459393367,0,0,1,0,1,-1,90311.407,89998.482,31.60431427,-29.55555438,0
2745,2,2,1,0,0,1,1,2,1,35,29,0,0,0,0,-333.682,115,90342.5,90008.818,127.5050075,102.4949925,16,-0.561538527,0.561538527,0,0,1,0,0,0,90344.8,90008.818,8.494905279,-7.598376147,0
